popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
28,0.46399999999999997,0.147,163868,0.11599999999999999,0.669,0.0908,-20.155,0.0424,66.03399999999999,0.0281,0
26,0.99,0.344,166547,0.218,0.852,0.0983,-19.848,0.0363,111.676,0.461,0
38,0.985,0.152,137893,0.27899999999999997,7.44e-05,0.11599999999999999,-15.569,0.048,59.233999999999995,0.18100000000000002,0
39,0.982,0.10099999999999999,215667,0.163,0.905,0.0906,-18.659000000000002,0.0486,78.828,0.0307,0
33,0.9940000000000001,0.40299999999999997,140244,0.0591,0.8490000000000001,0.126,-21.592,0.035,97.111,0.0392,0
70,0.287,0.722,204754,0.845,0.0,0.0561,-4.446000000000001,0.0308,130.13,0.965,1
67,0.10099999999999999,0.733,215493,0.6629999999999999,6.98e-06,0.0694,-5.766,0.0322,127.97399999999999,0.53,1
43,0.982,0.628,261467,0.11199999999999999,0.758,0.0667,-18.447,0.0664,116.499,0.39899999999999997,0
0,0.87,0.41600000000000004,498893,0.24,0.475,0.355,-16.59,0.0459,88.861,0.361,0
75,0.11900000000000001,0.555,216960,0.722,0.0,0.0861,-6.005,0.034,134.058,0.5589999999999999,1
68,0.755,0.6579999999999999,196466,0.447,3.67e-06,0.0828,-8.315,0.0987,141.74200000000002,0.397,1
57,0.99,0.31,298587,0.145,0.275,0.076,-19.276,0.0303,162.808,0.32299999999999995,1
66,0.395,0.275,202347,0.7140000000000001,0.0,0.115,-5.124,0.0328,94.08200000000001,0.242,1
24,0.97,0.249,58480,0.20800000000000002,0.8909999999999999,0.161,-24.926,0.0345,62.739,0.6629999999999999,0
35,0.956,0.0987,273167,0.0677,0.775,0.212,-22.243000000000002,0.0441,88.279,0.0377,0
31,0.9309999999999999,0.33299999999999996,215213,0.0793,0.866,0.174,-24.473000000000003,0.0414,56.213,0.5579999999999999,0
36,0.893,0.0662,323573,0.213,0.705,0.713,-17.61,0.0513,71.631,0.0393,0
73,0.541,0.618,198351,0.624,0.0,0.628,-7.318,0.0835,119.64399999999999,0.379,1
24,0.996,0.33399999999999996,246067,0.009940000000000001,0.8740000000000001,0.077,-35.028,0.0502,96.671,0.0748,0
27,0.988,0.177,266427,0.0936,0.912,0.1,-23.793000000000003,0.0478,119.95700000000001,0.0394,0
72,0.653,0.535,232800,0.297,0.0,0.11800000000000001,-6.042999999999999,0.0665,147.569,0.0492,1
73,0.204,0.7020000000000001,180480,0.473,0.0,0.0848,-7.499,0.0421,104.97399999999999,0.528,1
33,0.986,0.1,376987,0.0346,0.00141,0.0483,-27.761,0.0495,84.115,0.0404,0
0,0.9940000000000001,0.38799999999999996,374427,0.075,0.9059999999999999,0.0938,-21.381999999999998,0.0403,64.615,0.297,0
60,0.0224,0.239,183782,0.9690000000000001,9.240000000000001e-05,0.452,-3.5469999999999997,0.27,93.565,0.245,1
64,0.0301,0.532,276480,0.815,0.0,0.0721,-5.834,0.0392,149.72799999999998,0.546,1
70,0.9209999999999999,0.496,202496,0.11599999999999999,0.0,0.0883,-12.147,0.0401,109.82600000000001,0.36200000000000004,1
32,0.995,0.49700000000000005,159000,0.0265,0.943,0.0635,-27.445999999999998,0.0575,71.193,0.209,0
93,0.146,0.7090000000000001,204453,0.7709999999999999,3.29e-06,0.249,-4.598,0.166,174.00599999999997,0.7090000000000001,1
66,0.239,0.763,239147,0.387,0.00747,0.13,-8.642999999999999,0.0278,109.95700000000001,0.273,1
74,0.233,0.8240000000000001,220800,0.375,0.0718,0.335,-8.966000000000001,0.124,100.038,0.17800000000000002,1
27,0.9590000000000001,0.41700000000000004,270333,0.0139,0.8540000000000001,0.0975,-29.039,0.046,82.036,0.306,0
31,0.992,0.5770000000000001,243947,0.033,0.941,0.11199999999999999,-24.746,0.0412,101.335,0.609,0
33,0.9440000000000001,0.17300000000000001,288267,0.0991,0.775,0.10800000000000001,-21.33,0.046,114.26799999999999,0.0368,0
65,0.0061600000000000005,0.752,176414,0.883,0.0998,0.16699999999999998,-4.45,0.0426,122.02600000000001,0.509,1
61,0.0145,0.659,272267,0.78,0.0349,0.18100000000000002,-8.425,0.0309,114.421,0.8079999999999999,1
32,0.995,0.489,191387,0.243,0.895,0.16699999999999998,-22.478,0.0366,114.741,0.838,0
63,0.045,0.84,246347,0.7979999999999999,4.3200000000000007e-05,0.172,-5.079,0.0699,100.175,0.695,1
77,0.102,0.688,189608,0.5,0.0,0.355,-7.4110000000000005,0.138,127.906,0.418,1
77,0.192,0.741,231964,0.645,0.0,0.163,-5.1160000000000005,0.0963,149.07,0.488,1
72,0.637,0.596,320680,0.39299999999999996,0.0,0.539,-8.714,0.38299999999999995,107.425,0.36,1
35,0.000603,0.26,258907,0.9359999999999999,0.000218,0.11199999999999999,-8.982000000000001,0.0658,101.522,0.48200000000000004,0
31,0.868,0.324,144200,0.0284,0.6829999999999999,0.157,-24.265,0.0401,102.575,0.184,0
29,0.9309999999999999,0.26,328000,0.0887,0.877,0.0894,-22.125999999999998,0.0496,126.823,0.544,0
70,0.45899999999999996,0.342,199507,0.425,0.0,0.122,-9.064,0.0425,110.62,0.115,1
61,0.706,0.624,194160,0.7020000000000001,0.0,0.14800000000000002,-4.685,0.153,90.071,0.7090000000000001,1
69,0.0281,0.6609999999999999,207925,0.759,0.0,0.128,-3.247,0.0326,139.922,0.466,1
37,0.985,0.23800000000000002,195187,0.0622,0.0159,0.73,-22.349,0.0498,85.18299999999999,0.289,0
88,0.299,0.5529999999999999,210200,0.502,0.0,0.764,-5.972,0.0409,129.976,0.29600000000000004,1
77,0.0788,0.5720000000000001,211818,0.691,0.000132,0.0619,-4.783,0.12300000000000001,92.08200000000001,0.318,1
72,0.115,0.725,208475,0.94,0.0043100000000000005,0.0864,-2.32,0.0435,127.051,0.905,1
67,0.64,0.536,211567,0.426,5.88e-06,0.147,-10.446,0.12300000000000001,135.872,0.375,1
37,0.012,0.509,220747,0.966,0.0141,0.585,-2.884,0.0579,119.978,0.233,0
72,0.2,0.537,224693,0.84,2.15e-06,0.0998,-4.626,0.0363,124.26899999999999,0.21100000000000002,1
56,0.115,0.6970000000000001,251267,0.529,0.9009999999999999,0.0895,-8.838,0.0338,155.974,0.486,1
56,0.34600000000000003,0.778,242733,0.547,0.000302,0.132,-7.273,0.0489,95.00200000000001,0.441,1
39,0.975,0.32899999999999996,229599,0.0867,0.93,0.10800000000000001,-19.733,0.0404,122.05799999999999,0.0391,0
36,0.9620000000000001,0.14800000000000002,344653,0.28300000000000003,0.889,0.171,-14.84,0.0388,86.01799999999999,0.15,0
73,0.483,0.639,248906,0.71,2.22e-06,0.21899999999999997,-3.358,0.0479,136.004,0.373,1
58,0.0836,0.6890000000000001,235680,0.61,0.0,0.36,-9.004,0.217,134.923,0.11900000000000001,1
72,0.0142,0.316,321147,0.769,0.0,0.0928,-5.2829999999999995,0.0422,122.507,0.127,1
54,0.413,0.371,269971,0.629,0.0,0.0769,-4.882,0.0677,139.388,0.41100000000000003,1
32,0.711,0.507,177653,0.153,0.882,0.11800000000000001,-24.823,0.0384,90.09299999999999,0.0348,0
75,0.0017800000000000001,0.39399999999999996,292581,0.9440000000000001,4.54e-06,0.298,-6.506,0.0761,105.338,0.265,1
31,0.993,0.353,273293,0.131,0.887,0.105,-25.701999999999998,0.0409,111.359,0.35700000000000004,0
61,0.131,0.575,280333,0.848,0.0,0.11,-4.297,0.0885,159.941,0.42,1
73,0.0403,0.917,224903,0.7859999999999999,0.0,0.195,-4.921,0.20800000000000002,143.03799999999998,0.441,1
58,0.64,0.7140000000000001,182613,0.5329999999999999,1.7e-06,0.162,-10.405,0.0293,118.10700000000001,0.631,1
79,0.0149,0.9209999999999999,191252,0.467,0.00023799999999999998,0.33399999999999996,-8.443,0.11900000000000001,135.995,0.287,1
58,0.0744,0.903,181894,0.503,2.09e-05,0.125,-9.187999999999999,0.335,125.0,0.203,1
0,0.966,0.344,287227,0.265,0.0105,0.091,-20.139,0.0792,99.574,0.39399999999999996,0
75,0.0157,0.613,238726,0.8420000000000001,0.0,0.23,-4.332,0.21899999999999997,169.917,0.645,1
65,0.00952,0.629,231213,0.7929999999999999,1.14e-06,0.218,-5.942,0.0346,95.98299999999999,0.5870000000000001,1
28,0.575,0.226,724000,0.267,0.701,0.133,-20.17,0.057,115.241,0.0745,0
59,0.0556,0.5,165213,0.633,0.0,0.311,-6.251,0.0414,119.90100000000001,0.195,1
27,0.9940000000000001,0.392,276000,0.0319,0.935,0.0997,-28.096,0.0344,73.3,0.099,0
41,0.995,0.382,410133,0.0098,0.8909999999999999,0.0966,-32.488,0.0534,94.861,0.0909,0
29,0.894,0.248,258733,0.32899999999999996,0.917,0.0584,-19.488,0.14300000000000002,166.388,0.16699999999999998,0
65,0.052000000000000005,0.753,180148,0.602,0.00024900000000000004,0.102,-6.3260000000000005,0.149,94.056,0.555,1
61,0.1,0.7070000000000001,199480,0.861,0.0,0.191,-4.225,0.316,130.02100000000002,0.795,1
40,0.966,0.292,364387,0.0517,0.8009999999999999,0.325,-19.908,0.0374,151.637,0.21600000000000003,0
62,0.58,0.434,251013,0.595,0.0,0.152,-5.312,0.0491,129.30700000000002,0.32299999999999995,1
67,0.00201,0.7190000000000001,242680,0.847,0.0204,0.221,-6.34,0.0916,127.963,0.444,1
66,0.113,0.836,272107,0.5329999999999999,0.0105,0.29600000000000004,-11.263,0.0332,120.08,0.9570000000000001,1
67,0.226,0.8270000000000001,191720,0.7020000000000001,5.04e-05,0.158,-7.263999999999999,0.267,130.02,0.6940000000000001,1
57,0.0131,0.6,203840,0.946,0.0,0.29600000000000004,-4.1339999999999995,0.114,145.004,0.621,1
11,0.856,0.429,152187,0.331,0.00022200000000000003,0.10300000000000001,-16.516,0.0381,119.85600000000001,0.6890000000000001,0
0,0.8320000000000001,0.213,1350400,0.0798,0.0269,0.0613,-23.055999999999997,0.038,101.405,0.059000000000000004,0
63,0.341,0.526,258827,0.506,0.0,0.6459999999999999,-10.47,0.519,85.34899999999999,0.0963,1
76,0.195,0.435,269787,0.6579999999999999,0.0,0.102,-8.179,0.0661,130.276,0.184,1
14,0.978,0.44299999999999995,120640,0.22699999999999998,5.870000000000001e-05,0.303,-21.904,0.13699999999999998,134.635,0.5710000000000001,0
63,0.042,0.8009999999999999,202920,0.815,4.42e-06,0.0741,-4.81,0.14800000000000002,90.01700000000001,0.37,1
67,0.348,0.674,213747,0.331,4.87e-06,0.0725,-11.716,0.0842,99.992,0.212,1
44,0.991,0.365,285285,0.151,0.898,0.102,-15.769,0.0316,94.98200000000001,0.0391,0
34,0.925,0.215,437160,0.187,0.693,0.0815,-16.925,0.0419,101.413,0.0498,0
37,0.99,0.325,418560,0.025,0.882,0.0868,-32.534,0.0568,112.22,0.17300000000000001,0
0,0.9790000000000001,0.17,299533,0.105,0.9179999999999999,0.17800000000000002,-19.454,0.0388,136.701,0.105,0
62,0.5660000000000001,0.632,250640,0.49,0.0,0.0985,-7.386,0.28600000000000003,93.979,0.17800000000000002,1
59,0.263,0.7170000000000001,262560,0.508,3.76e-06,0.062,-6.392,0.028999999999999998,89.473,0.6809999999999999,1
41,0.9790000000000001,0.41600000000000004,114533,0.0754,0.851,0.11199999999999999,-22.755,0.084,121.749,0.736,0
66,0.764,0.44,234387,0.6709999999999999,0.0,0.212,-10.597999999999999,0.47700000000000004,83.07799999999999,0.479,1
41,0.993,0.32299999999999995,393067,0.0197,0.909,0.0964,-30.173000000000002,0.0503,71.758,0.0859,0
58,0.002,0.627,220457,0.815,0.0,0.324,-6.01,0.0688,95.072,0.6659999999999999,1
59,0.48700000000000004,0.534,234160,0.659,0.0808,0.0892,-8.279,0.027000000000000003,107.052,0.49700000000000005,1
64,0.0021100000000000003,0.613,205149,0.8740000000000001,0.0,0.134,-3.7119999999999997,0.0335,102.975,0.6509999999999999,1
89,0.037000000000000005,0.7909999999999999,214847,0.862,2.1899999999999997e-05,0.0814,-3.24,0.11,123.994,0.5920000000000001,1
36,0.995,0.316,145000,0.0057,0.892,0.0658,-35.986,0.0399,96.51,0.0816,0
70,0.642,0.503,241467,0.536,0.00143,0.111,-7.229,0.0259,90.96600000000001,0.21,1
29,0.163,0.604,164173,0.5770000000000001,0.0,0.107,-5.7010000000000005,0.0379,138.87,0.433,0
26,0.987,0.302,498360,0.145,0.914,0.0877,-21.059,0.0425,74.579,0.418,0
65,0.0358,0.9590000000000001,213000,0.598,0.0,0.358,-5.534,0.0713,127.029,0.408,1
27,0.685,0.473,272493,0.397,1.67e-05,0.527,-15.270999999999999,0.313,162.058,0.649,0
13,0.9890000000000001,0.131,356027,0.00958,0.429,0.0598,-31.776,0.0458,67.134,0.0336,0
64,0.613,0.6759999999999999,262680,0.5770000000000001,0.0013,0.195,-7.82,0.0274,107.0,0.49,1
23,0.9890000000000001,0.47700000000000004,313000,0.146,0.599,0.0511,-16.749000000000002,0.0497,103.182,0.705,0
0,0.9690000000000001,0.562,15509,0.125,0.0013800000000000002,0.373,-15.449000000000002,0.201,115.82700000000001,0.574,0
61,0.0557,0.77,261573,0.475,4.81e-06,0.0607,-9.512,0.159,82.51100000000001,0.474,1
55,0.606,0.512,217293,0.68,0.0,0.175,-4.112,0.0278,156.03799999999998,0.26,1
39,0.978,0.20199999999999999,250400,0.0466,0.935,0.138,-24.104,0.0465,129.227,0.0366,0
47,0.004379999999999999,0.434,562693,0.884,0.000676,0.27,-6.3420000000000005,0.0687,89.96700000000001,0.21600000000000003,0
29,0.992,0.397,232240,0.0459,0.847,0.106,-25.435,0.0378,135.283,0.0735,0
49,0.995,0.262,120027,0.0868,0.897,0.0794,-26.318,0.0442,68.904,0.503,0
60,0.564,0.614,252708,0.364,0.0,0.11900000000000001,-11.474,0.0274,120.07700000000001,0.14800000000000002,1
34,0.9390000000000001,0.638,202760,0.132,0.321,0.0751,-15.765,0.0426,102.366,0.389,0
33,0.8909999999999999,0.406,560160,0.0625,0.0154,0.0807,-22.913,0.0432,135.17,0.28,0
62,0.00483,0.662,334387,0.485,0.000295,0.086,-9.161,0.0304,107.76700000000001,0.171,1
73,0.11699999999999999,0.68,179787,0.852,0.0,0.0866,-4.35,0.0349,101.993,0.858,1
32,0.975,0.354,265520,0.135,0.8290000000000001,0.129,-21.559,0.0403,88.561,0.106,0
73,0.0634,0.812,207059,0.628,0.0,0.254,-6.164,0.0682,123.00399999999999,0.485,1
26,0.941,0.188,874867,0.0664,0.838,0.301,-20.287,0.0368,80.631,0.0692,0
67,0.0067599999999999995,0.435,216893,0.8370000000000001,0.0,0.11699999999999999,-8.126,0.449,124.913,0.778,1
66,0.5870000000000001,0.747,238707,0.6859999999999999,0.0,0.1,-4.802,0.0308,122.005,0.9129999999999999,1
45,0.00145,0.396,246293,0.9359999999999999,7.43e-06,0.29600000000000004,-5.38,0.0581,169.979,0.316,0
36,0.9209999999999999,0.0774,419493,0.228,0.868,0.235,-15.218,0.0381,81.12899999999999,0.0669,0
66,0.585,0.47600000000000003,207640,0.534,0.000236,0.11199999999999999,-7.432,0.154,91.646,0.23399999999999999,1
66,0.27,0.6659999999999999,228787,0.542,0.0,0.0765,-6.428999999999999,0.0392,120.134,0.0771,1
40,0.993,0.5820000000000001,140640,0.0103,0.9359999999999999,0.102,-28.291999999999998,0.1,100.704,0.363,0
69,0.0444,0.648,239465,0.736,0.00013700000000000002,0.171,-7.9479999999999995,0.0385,103.027,0.37799999999999995,1
62,0.0693,0.804,308733,0.583,0.0,0.578,-5.335,0.244,130.001,0.11,1
71,0.17,0.687,178813,0.6409999999999999,0.0,0.111,-5.814,0.03,120.04,0.6629999999999999,1
58,0.113,0.738,248133,0.563,0.0,0.191,-5.4670000000000005,0.11,134.132,0.8759999999999999,1
36,0.9740000000000001,0.165,680733,0.0345,0.6809999999999999,0.0678,-25.845,0.0404,63.023,0.0379,0
62,0.000904,0.833,189322,0.42200000000000004,3.4899999999999995e-05,0.134,-10.380999999999998,0.373,142.075,0.23600000000000002,1
38,0.945,0.198,202240,0.0246,0.275,0.122,-32.071,0.0436,168.273,0.125,0
36,0.965,0.29100000000000004,141108,0.0708,0.9420000000000001,0.0948,-21.7,0.0429,114.12799999999999,0.0373,0
24,0.9229999999999999,0.188,845400,0.0159,0.845,0.10099999999999999,-27.471999999999998,0.0413,123.72,0.0386,0
29,0.47100000000000003,0.154,297497,0.223,0.87,0.127,-14.333,0.0402,78.391,0.0534,0
42,0.991,0.406,189907,0.226,0.882,0.245,-22.866,0.0477,116.26700000000001,0.937,0
66,0.21600000000000003,0.5870000000000001,312360,0.726,0.0,0.0868,-6.263,0.214,151.882,0.248,1
74,0.0335,0.7809999999999999,182723,0.48700000000000004,0.0,0.163,-8.823,0.589,95.87899999999999,0.344,1
5,0.9159999999999999,0.23399999999999999,369907,0.023,0.0008710000000000001,0.129,-25.621,0.027999999999999997,75.58800000000001,0.0618,0
15,0.909,0.105,1051733,0.027000000000000003,0.633,0.11800000000000001,-22.592,0.042,63.867,0.0359,0
30,0.976,0.45899999999999996,332843,0.14300000000000002,0.723,0.0876,-19.724,0.0465,123.771,0.6609999999999999,0
31,0.965,0.196,364307,0.0394,0.9059999999999999,0.0696,-26.802,0.0465,75.663,0.0581,0
75,0.611,0.529,203573,0.127,0.000109,0.237,-16.066,0.0274,63.05,0.578,1
86,0.47600000000000003,0.584,246735,0.40700000000000003,0.0,0.18,-7.356,0.046,115.124,0.341,1
40,0.8390000000000001,0.165,221360,0.149,0.87,0.113,-16.404,0.0389,86.081,0.053,0
62,0.11199999999999999,0.536,180427,0.495,0.0,0.23399999999999999,-8.08,0.142,101.12299999999999,0.433,1
68,0.313,0.7879999999999999,197528,0.49,0.0,0.0968,-6.287000000000001,0.511,177.865,0.79,1
60,0.10099999999999999,0.5920000000000001,216053,0.8390000000000001,0.0,0.0528,-4.944,0.0564,168.50099999999998,0.457,1
26,0.9440000000000001,0.21600000000000003,196267,0.0959,0.0172,0.157,-21.114,0.0489,70.02199999999999,0.0381,0
