popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
77,0.4,0.761,222560,0.838,0.0,0.176,-3.073,0.0502,93.974,0.71,1
1,0.982,0.171,211267,0.0874,0.0123,0.0981,-25.97,0.038,85.185,0.124,0
59,0.343,0.511,197480,0.517,2.94e-06,0.119,-6.068,0.0473,77.867,0.26,1
41,0.936,0.412,244080,0.0196,0.734,0.0921,-31.877,0.0458,81.915,0.168,0
64,0.127,0.689,188832,0.657,0.0,0.166,-3.632,0.0394,77.509,0.234,1
69,0.306,0.449,224893,0.434,2.76e-06,0.633,-11.777,0.243,78.57,0.371,1
69,0.892,0.565,265840,0.207,1.8e-06,0.102,-10.926,0.032,140.068,0.0904,1
42,0.916,0.169,491706,0.0913,0.454,0.174,-22.681,0.0499,86.565,0.124,0
36,0.977,0.079,312200,0.0406,0.911,0.109,-24.441,0.0441,174.49,0.0351,0
62,0.729,0.684,190120,0.377,1.57e-06,0.145,-8.569,0.113,139.888,0.408,1
68,0.475,0.524,235627,0.76,2.18e-05,0.395,-6.577,0.0935,86.483,0.493,1
3,0.978,0.26,678973,0.0501,0.682,0.334,-28.944,0.038,130.781,0.21,0
69,0.0824,0.741,202853,0.894,0.0527,0.089,-3.826,0.0495,114.869,0.96,1
61,0.672,0.63,272143,0.501,0.00131,0.237,-8.714,0.0394,111.932,0.192,1
41,0.995,0.333,329044,0.00325,0.917,0.0897,-37.682,0.0555,74.682,0.0969,0
38,0.898,0.225,140133,0.0667,0.202,0.189,-26.712,0.0481,63.9,0.118,0
28,0.995,0.219,265000,0.00851,0.833,0.095,-31.335,0.0499,70.119,0.105,0
0,0.933,0.268,800480,0.0472,0.308,0.385,-27.313,0.0426,122.284,0.157,0
41,0.915,0.169,82253,0.0819,0.769,0.0857,-23.949,0.0468,112.452,0.0363,0
32,0.987,0.0842,411560,0.00419,0.853,0.074,-35.997,0.0436,68.101,0.0344,0
31,0.929,0.631,210280,0.271,0.877,0.133,-17.78,0.0434,107.9,0.862,0
47,0.962,0.318,432107,0.0562,0.0124,0.185,-23.545,0.0497,119.443,0.0386,0
65,0.048,0.634,256641,0.927,0.687,0.0864,-3.282,0.136,128.016,0.35,1
66,0.379,0.928,240000,0.675,0.0,0.0533,-3.535,0.0566,105.952,0.794,1
70,0.0375,0.635,182901,0.679,0.0,0.0954,-7.374,0.0861,117.867,0.239,1
66,0.158,0.767,238658,0.625,0.0,0.16,-3.533,0.24,144.927,0.647,1
84,0.0716,0.757,194732,0.69,0.0,0.192,-5.327,0.282,132.064,0.914,1
77,0.186,0.652,196803,0.857,0.0,0.377,-5.044,0.0676,163.963,0.504,1
35,0.962,0.375,143581,0.208,4.72e-06,0.0856,-12.955,0.0341,67.714,0.379,0
26,0.996,0.478,382359,0.00882,0.955,0.0717,-28.497,0.0514,67.564,0.242,0
75,0.071,0.375,338853,0.862,0.0,0.211,-3.363,0.255,159.841,0.478,1
37,0.963,0.144,225293,0.19,0.605,0.104,-16.283,0.0418,70.883,0.0323,0
65,0.0138,0.706,204931,0.896,0.0,0.595,-4.456,0.16,117.038,0.767,1
31,0.925,0.263,193973,0.139,0.863,0.255,-24.32,0.0416,95.047,0.439,0
65,0.6,0.483,206493,0.368,0.0,0.0882,-5.72,0.03,66.943,0.367,1
41,0.927,0.246,91600,0.0107,0.917,0.0743,-32.521,0.0404,89.442,0.0772,0
29,0.836,0.235,831493,0.166,0.85,0.0354,-19.671,0.0373,73.373,0.16,0
68,0.286,0.515,188547,0.714,0.0,0.118,-4.516,0.0348,155.954,0.495,1
72,0.505,0.705,206120,0.595,0.0,0.0813,-7.489,0.313,140.06,0.326,1
69,0.0896,0.78,250337,0.729,0.422,0.104,-9.138,0.0493,123.009,0.844,1
60,0.228,0.427,196653,0.737,0.0,0.377,-4.124,0.0475,116.976,0.653,1
0,0.986,0.401,145280,0.221,8.67e-05,0.119,-18.954,0.0913,74.789,0.592,0
67,0.364,0.703,205217,0.628,0.0,0.384,-5.914,0.203,138.032,0.471,1
55,0.0057,0.787,204627,0.859,1.31e-06,0.0426,-2.985,0.0359,103.946,0.811,1
32,0.973,0.186,114707,0.0296,0.802,0.113,-22.075,0.0387,62.759,0.0381,0
26,0.968,0.113,454000,0.0185,0.7,0.151,-33.432,0.0431,93.102,0.039,0
63,0.141,0.483,224360,0.974,0.00532,0.428,-3.368,0.0971,160.065,0.562,1
74,0.229,0.428,180183,0.403,0.0,0.22,-5.914,0.209,95.387,0.133,1
65,0.0175,0.612,166560,0.8,0.0,0.199,-4.284,0.167,167.958,0.786,1
68,0.153,0.445,186463,0.357,0.0,0.356,-9.163,0.0445,147.062,0.159,1
46,0.995,0.452,140400,0.00707,0.943,0.0954,-32.043,0.0484,64.621,0.0918,0
68,0.111,0.833,306560,0.619,2.13e-05,0.159,-5.595,0.0538,109.92,0.901,1
44,0.00485,0.501,408476,0.842,0.337,0.115,-6.516,0.0511,122.041,0.352,0
35,0.993,0.385,339800,0.0115,0.879,0.117,-28.865,0.0438,63.843,0.162,0
66,0.912,0.396,235587,0.198,0.0,0.0972,-9.096,0.031,138.624,0.19,1
35,0.951,0.618,204467,0.161,0.0755,0.113,-21.295,0.123,94.955,0.746,0
32,0.984,0.343,180667,0.108,0.875,0.125,-23.095,0.0613,97.091,0.529,0
34,0.984,0.187,509533,0.0315,0.848,0.0663,-24.494,0.0452,161.24,0.04,0
38,0.979,0.232,188813,0.298,0.946,0.0878,-15.997,0.0405,147.702,0.129,0
31,0.982,0.25,457027,0.0264,0.504,0.0943,-21.332,0.0411,114.675,0.0787,0
0,0.994,0.359,369160,0.0298,0.931,0.0702,-30.033,0.0397,141.49,0.616,0
66,0.987,0.425,199800,0.156,5.13e-05,0.16,-14.365,0.0486,166.877,0.551,1
68,0.701,0.546,218502,0.411,9.73e-05,0.0955,-9.308,0.0475,79.785,0.528,1
39,0.989,0.166,108969,0.0964,0.87,0.108,-24.716,0.0433,71.911,0.133,0
59,0.0663,0.576,260427,0.648,0.000833,0.131,-6.897,0.0611,90.016,0.163,1
56,0.17,0.6,260961,0.481,0.0,0.138,-7.317,0.0382,97.021,0.476,1
36,0.99,0.424,546865,0.0853,0.91,0.0978,-24.056,0.0469,130.286,0.318,0
27,0.676,0.319,145053,0.914,0.283,0.285,-7.64,0.0571,150.944,0.103,0
42,0.0241,0.276,415920,0.726,0.818,0.0927,-6.678,0.0469,73.584,0.272,0
60,0.0646,0.433,196520,0.74,0.0291,0.325,-5.394,0.0349,166.055,0.568,1
69,0.0915,0.939,248573,0.675,0.0,0.0565,-7.232,0.211,96.918,0.795,1
33,0.867,0.309,84133,0.029,0.633,0.335,-27.547,0.0343,102.45,0.178,0
0,0.898,0.316,491800,0.123,0.9,0.11,-17.065,0.0351,99.624,0.0891,0
0,0.968,0.402,32053,0.0629,0.000103,0.107,-27.102,0.0351,98.748,0.432,0
75,0.24,0.741,219136,0.37,0.0,0.118,-8.437,0.324,116.06,0.13,1
41,0.909,0.283,423640,0.133,0.8,0.0927,-25.586,0.0412,116.376,0.177,0
88,0.535,0.752,197437,0.505,2.55e-06,0.104,-7.621,0.253,91.97,0.419,1
70,0.0929,0.636,253307,0.699,0.0,0.115,-7.687,0.0551,94.966,0.637,1
78,0.274,0.671,210197,0.565,6.51e-05,0.37,-7.401,0.16,150.014,0.561,1
71,0.158,0.741,188320,0.699,0.0,0.137,-7.467,0.441,143.936,0.268,1
36,0.975,0.298,408093,0.0315,0.714,0.0582,-30.249,0.0449,135.392,0.0551,0
34,0.936,0.109,376560,0.0807,0.804,0.216,-25.691,0.0452,84.44,0.0508,0
60,0.00312,0.402,198080,0.931,5.18e-06,0.337,-4.78,0.167,180.0,0.627,1
70,0.17,0.618,235267,0.741,0.0,0.0822,-3.95,0.031,118.984,0.296,1
75,0.109,0.73,192120,0.703,0.0,0.0657,-5.672,0.0369,138.113,0.595,1
70,0.289,0.537,243160,0.712,0.00568,0.08,-5.597,0.0286,159.871,0.704,1
62,0.0244,0.564,168094,0.668,1.15e-05,0.168,-6.578,0.0442,79.99,0.32,1
72,0.0319,0.639,240533,0.744,0.000458,0.466,-8.377,0.0368,128.047,0.825,1
80,0.182,0.491,183307,0.583,0.0,0.407,-10.964,0.0376,150.572,0.907,1
71,0.137,0.829,199199,0.819,0.00792,0.282,-3.43,0.131,123.944,0.35,1
45,0.986,0.258,428880,0.167,0.922,0.113,-16.591,0.0414,71.689,0.0912,0
73,0.108,0.68,176272,0.629,0.0,0.0829,-5.673,0.0458,103.883,0.138,1
84,0.173,0.757,228207,0.849,0.0,0.0878,-3.424,0.0536,150.036,0.826,1
27,0.0339,0.32,286627,0.974,0.0,0.237,-4.566,0.209,176.014,0.195,0
43,0.99,0.398,185707,0.0695,0.746,0.0875,-23.956,0.0394,58.65,0.19,0
30,0.994,0.368,620293,0.0224,0.918,0.129,-31.261,0.0364,98.118,0.247,0
53,0.875,0.477,277960,0.141,0.774,0.192,-20.308,0.0537,112.264,0.172,0
61,0.539,0.726,192000,0.395,0.0,0.169,-11.245,0.207,140.032,0.561,1
19,0.994,0.518,82693,0.00602,0.851,0.0979,-31.431,0.0797,132.811,0.281,0
41,0.988,0.263,248387,0.091,0.948,0.135,-23.919,0.0337,147.742,0.0796,0
65,0.0893,0.719,215493,0.809,0.0,0.183,-10.201,0.0511,100.839,0.964,1
47,0.00987,0.308,408707,0.731,0.0488,0.12,-7.178,0.0472,98.014,0.212,0
0,0.94,0.258,83920,0.0312,0.359,0.101,-26.334,0.0416,138.031,0.0754,0
36,0.958,0.0983,239880,0.0422,0.748,0.102,-22.271,0.049,69.061,0.136,0
22,0.985,0.39,509547,0.165,0.899,0.0618,-19.466,0.0344,148.675,0.448,0
38,0.99,0.264,922867,0.0397,0.918,0.0786,-26.225,0.0528,61.029,0.0382,0
23,0.983,0.446,35027,0.0921,0.00171,0.344,-23.974,0.183,130.789,0.48,0
10,0.981,0.0666,493747,0.041,0.878,0.111,-26.064,0.0518,67.073,0.0397,0
29,0.00326,0.601,503280,0.971,0.00221,0.142,-5.547,0.0528,106.012,0.454,0
36,0.989,0.447,121000,0.0688,0.934,0.092,-26.932,0.0348,112.628,0.321,0
0,0.987,0.293,1018613,0.142,0.903,0.0802,-17.665,0.0334,98.58,0.0708,0
11,0.915,0.207,590200,0.11,0.744,0.103,-21.437,0.0414,173.378,0.107,0
67,0.921,0.539,198027,0.179,0.393,0.106,-14.33,0.0309,140.01,0.145,1
36,0.993,0.214,123667,0.0558,0.0322,0.12,-25.622,0.0441,83.106,0.0333,0
63,0.0155,0.551,274333,0.81,0.0,0.169,-4.365,0.0344,73.464,0.332,1
32,0.942,0.263,523493,0.102,0.775,0.0849,-18.613,0.0375,133.312,0.206,0
0,0.979,0.166,461813,0.162,0.00558,0.676,-22.293,0.105,65.596,0.048,0
65,0.0166,0.63,213960,0.865,2.57e-06,0.401,-5.015,0.123,181.871,0.366,1
80,0.0941,0.485,242373,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,1
58,0.0151,0.487,232368,0.617,0.0,0.356,-6.9,0.275,132.088,0.604,1
66,0.0111,0.597,186681,0.771,4.68e-06,0.0987,-10.717,0.0394,104.008,0.811,1
46,0.978,0.168,270320,0.129,0.00226,0.0822,-20.046,0.0388,83.434,0.0724,0
61,0.267,0.701,237053,0.724,0.0,0.0867,-5.751,0.145,132.035,0.425,1
28,0.916,0.509,297547,0.303,0.804,0.0544,-14.411,0.0756,80.286,0.524,0
30,0.964,0.134,523800,0.0322,0.677,0.0808,-26.249,0.0384,94.009,0.0323,0
27,0.951,0.237,321000,0.0319,0.755,0.128,-25.591,0.0588,79.768,0.11,0
68,0.455,0.674,234056,0.615,0.00091,0.208,-8.188,0.147,85.048,0.756,1
39,0.933,0.195,159480,0.276,0.823,0.108,-20.918,0.0382,84.238,0.306,0
43,0.0314,0.578,299253,0.815,0.000114,0.114,-6.491,0.0372,123.023,0.529,0
64,0.067,0.905,278520,0.575,2.22e-05,0.0602,-8.64,0.0881,115.031,0.365,1
3,0.995,0.448,420676,0.0127,0.885,0.0822,-25.072,0.0951,70.893,0.0338,0
29,0.967,0.366,171918,0.223,0.907,0.11,-23.709,0.0631,119.655,0.951,0
60,0.637,0.643,210893,0.656,2.76e-05,0.345,-8.962,0.0654,90.984,0.527,1
62,0.41,0.491,200827,0.559,0.0,0.0842,-6.557,0.33,187.884,0.486,1
28,0.994,0.398,171000,0.0686,0.895,0.192,-24.567,0.051,72.406,0.414,0
39,0.981,0.389,224707,0.0319,0.836,0.11,-26.091,0.0463,93.55,0.615,0
0,0.971,0.388,411347,0.147,0.896,0.139,-18.226,0.0429,131.953,0.41,0
38,0.895,0.187,391337,0.204,0.885,0.0859,-16.761,0.0374,142.19,0.0605,0
59,0.0525,0.561,226987,0.836,0.0,0.136,-3.939,0.1,127.923,0.517,1
64,0.0105,0.886,135622,0.676,0.000241,0.108,-6.177,0.0968,92.505,0.28,1
29,0.977,0.12,418067,0.126,0.617,0.0795,-23.158,0.0468,82.932,0.0394,0
22,0.947,0.288,245827,0.249,5.1e-05,0.453,-18.8,0.0554,128.846,0.237,0
23,0.68,0.516,78533,0.0968,0.287,0.0962,-22.26,0.05,143.086,0.29,0
29,0.924,0.502,132307,0.0759,0.00588,0.175,-25.076,0.0379,107.557,0.743,0
28,0.95,0.317,216376,0.0884,0.0164,0.0869,-24.732,0.0421,93.671,0.16,0
60,0.0523,0.688,150893,0.757,0.0,0.0902,-5.202,0.0612,120.031,0.941,1
64,0.312,0.472,221216,0.509,0.0,0.0817,-7.309,0.0633,74.071,0.503,1
0,0.956,0.332,194053,0.188,0.929,0.137,-20.45,0.0446,136.27,0.055,0
58,0.018,0.641,204107,0.755,0.000443,0.159,-6.274,0.244,131.954,0.477,1
60,0.038,0.793,212600,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,1
32,0.777,0.489,419093,0.419,0.0706,0.979,-14.44,0.0417,107.948,0.658,0
5,0.98,0.566,237440,0.112,0.0,0.242,-17.092,0.29,90.645,0.208,0
62,0.323,0.683,217546,0.593,0.0,0.161,-5.796,0.191,156.941,0.672,1
61,0.194,0.723,228610,0.593,5.35e-05,0.217,-5.816,0.0308,92.985,0.273,1
74,0.893,0.767,207107,0.512,0.000223,0.103,-6.777,0.0591,123.921,0.489,1
65,0.228,0.536,201413,0.775,0.000143,0.0947,-6.765,0.0394,151.393,0.485,1
70,0.0709,0.914,265480,0.572,0.00237,0.0599,-8.82,0.166,123.963,0.203,1
11,0.963,0.131,1438427,0.137,0.88,0.103,-17.305,0.0356,80.594,0.0399,0
74,0.582,0.501,217429,0.4,0.0,0.0692,-4.76,0.0352,73.054,0.556,1
67,0.0757,0.571,269467,0.505,1.04e-05,0.109,-9.312,0.0238,99.562,0.276,1
0,0.968,0.173,596520,0.12,0.85,0.0745,-15.94,0.0402,78.535,0.0397,0
41,0.966,0.236,150373,0.0169,0.881,0.0992,-28.701,0.0451,97.303,0.219,0
63,0.0573,0.463,238494,0.804,0.0,0.432,-4.009,0.0391,154.913,0.352,1
65,0.0077,0.838,180093,0.54,2.62e-05,0.0589,-6.814,0.0357,119.974,0.717,1
65,0.0645,0.68,266000,0.625,5.81e-05,0.109,-7.0,0.0353,94.02,0.814,1
78,0.448,0.599,233640,0.785,0.00336,0.151,-4.013,0.0309,140.046,0.52,1
59,0.325,0.688,106333,0.278,0.00601,0.101,-8.804,0.0299,132.02,0.32,1
25,0.993,0.407,302000,0.0226,0.913,0.0752,-27.009,0.0498,55.718,0.0447,0
77,0.0201,0.768,267427,0.471,0.0,0.268,-8.406,0.259,131.023,0.405,1
29,0.966,0.162,238005,0.128,0.849,0.116,-23.574,0.0402,101.758,0.0512,0
4,0.885,0.474,179584,0.33,0.702,0.692,-20.957,0.32,124.592,0.768,0
73,0.443,0.753,201917,0.754,0.0,0.112,-6.285,0.0385,127.992,0.853,1
65,0.721,0.849,182740,0.616,1.49e-06,0.0584,-5.578,0.0406,109.523,0.963,1
59,0.00386,0.777,159000,0.797,0.0,0.559,-6.759,0.393,160.017,0.543,1
28,0.967,0.125,579693,0.00953,0.933,0.08,-24.676,0.0383,97.187,0.0313,0
0,0.931,0.4,100960,0.237,0.242,0.182,-15.561,0.0481,135.008,0.0932,0
38,0.92,0.428,202520,0.0737,0.0685,0.0717,-22.819,0.0462,110.281,0.257,0
73,0.0249,0.413,302173,0.677,0.0,0.0793,-5.12,0.255,172.501,0.0845,1
45,0.974,0.397,231587,0.0675,0.000456,0.112,-16.775,0.043,109.352,0.134,0
26,0.95,0.322,628573,0.148,0.464,0.114,-21.468,0.0675,184.431,0.48,0
0,0.98,0.252,554453,0.154,0.913,0.116,-16.468,0.0336,77.028,0.0683,0
32,0.98,0.164,405573,0.0297,0.883,0.111,-22.71,0.0383,78.5,0.0615,0
41,0.944,0.287,267640,0.127,0.433,0.423,-18.183,0.0383,85.558,0.215,0
62,0.487,0.537,216832,0.411,9.21e-06,0.3,-14.059,0.502,94.292,0.207,1
41,0.902,0.252,247103,0.453,5.81e-06,0.109,-7.188,0.0494,78.406,0.131,0
74,0.534,0.732,267787,0.708,0.0,0.237,-7.905,0.262,175.924,0.717,1
0,0.985,0.261,881600,0.0593,0.873,0.403,-24.704,0.0343,93.797,0.0789,0
57,0.00864,0.492,178560,0.934,1.08e-06,0.289,-3.822,0.125,160.877,0.637,1
31,0.956,0.382,694080,0.349,0.769,0.0657,-16.071,0.063,116.243,0.0951,0
60,0.736,0.366,147427,0.493,0.000457,0.106,-7.414,0.0503,116.031,0.306,1
8,0.97,0.172,165680,0.0321,0.729,0.105,-26.595,0.0507,46.866,0.0898,0
73,0.157,0.767,183960,0.611,0.0116,0.0836,-5.173,0.0983,94.034,0.11,1
63,0.265,0.77,178507,0.69,0.0,0.128,-5.565,0.136,103.035,0.732,1
43,0.992,0.196,549040,0.085,0.917,0.0814,-21.657,0.0374,87.12,0.04,0
26,0.441,0.103,371573,0.39,0.925,0.106,-14.516,0.0353,69.013,0.0392,0
32,0.99,0.339,131307,0.0687,0.904,0.106,-26.565,0.0548,74.881,0.415,0
67,0.219,0.46,192993,0.498,0.00329,0.099,-6.312,0.0282,76.902,0.154,1
87,0.0844,0.671,140693,0.714,1.48e-06,0.0568,-5.373,0.21,105.137,0.477,1
4,0.954,0.538,275036,0.444,0.0724,0.645,-15.126,0.46,121.496,0.668,0
24,0.951,0.219,522000,0.0453,0.306,0.156,-27.746,0.0412,82.381,0.0703,0
49,0.903,0.511,232680,0.25,0.00137,0.174,-16.066,0.0342,107.819,0.396,0
59,0.0192,0.705,258640,0.7,0.0,0.0755,-7.38,0.0295,122.841,0.765,1
43,0.0245,0.347,320933,0.948,6.6e-05,0.154,-6.098,0.101,158.202,0.222,0
70,0.0487,0.636,221529,0.876,0.0,0.0728,-4.652,0.0617,149.932,0.759,1
68,0.167,0.765,203057,0.769,0.0,0.0854,-3.16,0.0595,103.006,0.581,1
28,0.932,0.321,447813,0.0586,0.777,0.133,-22.873,0.0376,132.256,0.155,0
21,0.969,0.447,224813,0.251,0.9,0.317,-19.563,0.0355,110.624,0.558,0
40,0.931,0.382,175104,0.0209,0.811,0.0859,-25.582,0.0442,86.568,0.11,0
46,0.000258,0.475,288067,0.863,0.000106,0.103,-6.697,0.0579,96.012,0.285,0
33,0.992,0.326,903400,0.113,0.875,0.138,-24.533,0.0409,145.079,0.374,0
68,0.333,0.676,170507,0.619,0.0,0.165,-6.89,0.0633,96.045,0.309,1
62,0.219,0.59,223387,0.723,0.000446,0.171,-7.28,0.0474,92.321,0.727,1
34,0.954,0.0676,642000,0.0174,0.545,0.114,-22.031,0.0384,72.242,0.0684,0
69,0.052,0.817,209143,0.587,0.00165,0.185,-6.502,0.108,140.062,0.352,1
73,0.346,0.522,171240,0.434,9.01e-06,0.107,-9.237,0.179,106.672,0.559,1
77,0.143,0.742,204360,0.84,0.0,0.133,-5.198,0.0471,138.032,0.287,1
65,0.632,0.744,152293,0.516,0.0,0.605,-6.365,0.0513,97.944,0.281,1
44,0.993,0.246,128013,0.00592,0.898,0.067,-38.92,0.0466,65.342,0.0696,0
38,0.982,0.275,535227,0.0433,3.34e-06,0.148,-24.994,0.052,168.477,0.0396,0
86,0.00261,0.762,209320,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,0.608,1
15,0.927,0.229,1208706,0.181,0.881,0.171,-14.792,0.0352,106.933,0.0473,0
31,0.992,0.181,320840,0.00601,0.917,0.107,-40.0,0.0505,168.683,0.199,0
62,0.103,0.54,241000,0.711,0.0,0.0827,-5.717,0.0255,92.014,0.292,1
67,0.371,0.795,145200,0.461,0.0,0.139,-8.484,0.0363,109.939,0.869,1
72,0.115,0.725,208475,0.94,0.00431,0.0864,-2.32,0.0435,127.051,0.905,1
31,0.987,0.169,319320,0.0496,0.921,0.0913,-26.317,0.0408,89.143,0.0372,0
7,0.814,0.322,465147,0.175,0.195,0.0688,-19.42,0.0612,77.757,0.082,0
25,0.956,0.177,454827,0.00179,0.00485,0.167,-36.315,0.0458,77.803,0.0348,0
60,0.191,0.746,276000,0.615,0.0,0.0861,-7.124,0.0345,120.049,0.512,1
33,0.0204,0.47,87493,0.986,0.923,0.362,-4.777,0.0704,109.971,0.39,0
67,0.000807,0.847,186739,0.661,0.00126,0.104,-4.614,0.0548,143.979,0.184,1
66,9.44e-06,0.438,162667,0.905,5.4e-05,0.363,-6.161,0.0419,134.163,0.723,1
68,0.0512,0.783,178360,0.502,3.15e-06,0.156,-13.395,0.0325,114.02,0.962,1
75,0.156,0.652,304607,0.795,0.0,0.123,-5.192,0.174,135.018,0.788,1
87,0.283,0.785,150043,0.554,3.4e-06,0.116,-6.571,0.0409,128.047,0.144,1
76,0.314,0.755,186080,0.769,2.38e-06,0.0628,-5.658,0.186,114.966,0.642,1
38,0.922,0.165,140707,0.0255,0.256,0.197,-28.719,0.0521,92.452,0.0546,0
26,0.975,0.246,174933,0.0366,0.934,0.108,-25.138,0.0516,106.845,0.147,0
51,0.9,0.119,214333,0.369,0.784,0.14,-15.537,0.0529,75.039,0.0431,0
38,0.993,0.308,349693,0.0693,0.909,0.0836,-22.741,0.038,98.203,0.0374,0
70,0.000704,0.657,190186,0.827,0.00534,0.065,-4.036,0.0734,145.889,0.69,1
26,0.937,0.076,276573,0.0327,0.853,0.088,-27.245,0.0385,79.001,0.0647,0
34,0.98,0.263,217547,0.157,0.919,0.102,-16.965,0.0369,187.286,0.246,0
40,0.979,0.353,1265280,0.0859,0.921,0.082,-20.976,0.0392,124.535,0.0726,0
0,0.97,0.316,157213,0.108,3.32e-06,0.453,-28.891,0.0901,84.836,0.2,0
45,0.00242,0.581,393427,0.869,0.859,0.0868,-3.677,0.0646,109.986,0.368,0
38,0.938,0.0708,261440,0.0509,0.898,0.136,-24.076,0.05,76.346,0.0327,0
63,0.729,0.457,179320,0.333,0.0,0.166,-9.76,0.131,166.463,0.251,1
0,0.948,0.378,387307,0.149,0.696,0.0753,-19.163,0.0468,125.563,0.334,0
72,0.168,0.66,263040,0.816,0.0181,0.0608,-6.61,0.0299,111.346,0.678,1
44,0.907,0.33,576653,0.305,0.919,0.111,-13.1,0.0395,120.153,0.225,0
56,0.995,0.407,256360,0.00453,0.935,0.0798,-30.925,0.041,104.957,0.0342,0
38,0.985,0.403,90080,0.286,0.763,0.138,-16.624,0.045,138.847,0.876,0
69,0.0898,0.505,254093,0.657,0.0,0.0606,-7.254,0.288,135.995,0.666,1
62,0.272,0.509,286293,0.331,0.136,0.114,-14.083,0.0267,96.848,0.0957,1
66,0.0234,0.876,232000,0.71,0.000161,0.0573,-6.446,0.0446,121.072,0.828,1
39,0.978,0.204,402293,0.0795,0.399,0.107,-22.176,0.0362,87.096,0.0375,0
69,0.112,0.584,243227,0.536,0.0,0.456,-8.158,0.0279,126.996,0.44,1
39,0.988,0.23,246520,0.0465,0.891,0.109,-21.616,0.0453,72.163,0.0344,0
63,2.57e-05,0.143,256333,0.919,0.00427,0.134,-4.438,0.11,172.668,0.201,1
75,0.0237,0.627,251147,0.847,0.0,0.212,-5.303,0.0352,126.017,0.611,1
64,0.17,0.505,214213,0.837,0.0,0.113,-5.146,0.0358,140.066,0.623,1
69,0.00597,0.888,158757,0.586,0.0365,0.153,-6.745,0.0604,150.051,0.401,1
0,0.976,0.271,107347,0.121,4.84e-05,0.631,-24.297,0.109,203.494,0.126,0
24,7.61e-06,0.424,345573,0.94,0.00263,0.385,-5.276,0.0534,107.569,0.233,0
64,0.0879,0.719,215042,0.674,3.75e-06,0.112,-5.122,0.0681,125.98,0.843,1
54,0.976,0.233,902880,0.168,0.9,0.105,-21.091,0.0341,69.013,0.0635,0
58,0.548,0.763,221493,0.853,0.000119,0.104,-4.321,0.251,92.485,0.496,1
79,0.549,0.788,213027,0.477,0.0,0.349,-7.348,0.0434,94.983,0.86,1
35,0.981,0.588,85027,0.124,0.88,0.101,-18.75,0.0326,105.38,0.648,0
40,0.984,0.304,521067,0.0271,0.24,0.0963,-21.342,0.0376,100.212,0.0827,0
76,0.176,0.741,178400,0.686,0.553,0.439,-5.704,0.0361,102.027,0.418,1
27,0.977,0.334,900480,0.043,0.919,0.331,-28.687,0.0396,133.429,0.197,0
59,0.0669,0.489,252053,0.821,0.0,0.15,-6.904,0.229,122.663,0.684,1
71,0.0938,0.675,238667,0.849,0.0,0.121,-3.841,0.0675,100.111,0.681,1
63,0.0358,0.717,171333,0.55,0.00196,0.126,-6.019,0.0521,96.976,0.332,1
44,0.942,0.234,175267,0.249,0.9,0.341,-18.697,0.0483,65.527,0.428,0
19,0.929,0.141,804240,0.0529,0.59,0.0469,-19.0,0.0387,85.312,0.054,0
68,0.837,0.525,185413,0.216,0.0,0.107,-13.551,0.0301,106.761,0.328,1
71,0.0102,0.436,234987,0.562,0.000278,0.198,-6.106,0.0278,150.066,0.24,1
44,6.83e-05,0.52,215380,0.78,2.03e-06,0.0839,-5.84,0.0412,121.987,0.302,0
29,0.76,0.169,271693,0.158,0.93,0.104,-19.087,0.0396,112.853,0.153,0
27,0.986,0.163,494760,0.0132,0.336,0.047,-33.207,0.0429,80.333,0.0879,0
30,0.991,0.0765,267120,0.0213,0.68,0.104,-30.315,0.0554,79.47,0.0363,0
32,0.679,0.528,406653,0.697,0.841,0.044,-8.064,0.596,126.034,0.775,0
33,0.965,0.25,280933,0.201,0.000877,0.345,-16.854,0.0634,81.703,0.232,0
57,0.921,0.554,198640,0.429,0.133,0.115,-12.51,0.0283,152.054,0.533,1
59,0.118,0.759,170240,0.842,1.21e-05,0.138,-6.436,0.1,115.05,0.64,1
46,0.713,0.41,187388,0.338,1.58e-06,0.164,-8.274,0.0298,129.28,0.124,0
60,0.235,0.785,180867,0.616,0.0,0.2,-5.927,0.239,115.187,0.907,1
38,0.981,0.254,429002,0.00822,0.933,0.0977,-29.216,0.0495,111.59,0.0363,0
79,0.131,0.559,246987,0.761,1.6e-06,0.143,-4.041,0.0877,163.898,0.24,1
62,0.224,0.77,170947,0.555,1.78e-06,0.0754,-6.361,0.0754,100.035,0.776,1
0,0.899,0.293,402200,0.143,0.646,0.218,-20.706,0.0441,84.134,0.224,0
29,0.994,0.131,278413,0.157,0.549,0.116,-20.256,0.0488,76.516,0.0507,0
23,0.968,0.444,479040,0.148,0.774,0.649,-20.39,0.0432,133.678,0.469,0
58,0.0995,0.362,307213,0.658,0.0102,0.0602,-5.929,0.0292,104.21,0.155,1
72,0.85,0.552,247107,0.29,0.0,0.227,-5.617,0.0448,78.842,0.481,1
66,0.226,0.575,193333,0.844,0.0,0.0538,-1.772,0.0633,87.007,0.542,1
65,0.00464,0.565,225526,0.771,0.0,0.0568,-5.22,0.213,168.385,0.573,1
